input,output,target_ie,target_ns,target_tf,winner_ie,winner_ns,winner_tf
It seems like that's about the only thing I can do even partly right when you're around.,And that's about the only thing I can do at least partially right when you're around.,I,N,F,Input,Input,Input
"I don't know anything about it either, and I don't know where to start.","I don't know anything about it too, I don't even know where to start.",I,N,F,Input,Input,Output
Maybe the wings are determined by different hormones or other substances in the body.,Maybe the wings are determined by different hormones or other substances in our body?,I,N,F,Input,Input,Output
Maybe wings don't really exist and are just a convention?,Maybe there are no such things as wings and they are just a convention?,I,N,F,Input,Input,Input
"I like seeing different points of view, especially since it's hard to know what goes on in other people's minds.","I really like seeing different point of views, especially since it's impossible to know what really goes on in the other type's minds.",I,N,F,Input,Input,Output
I'll need to read more to find out my type.,I guess I'll have to read more to find out my type!,I,N,F,Input,Output,Output
"Hi — this might seem trivial, but it's a thought about function stacks I sometimes think about at night.","Hi--this is silly, but just food for thought, about function stacks that keep me up at night.",I,N,F,Input,Output,Output
"I think I'm an EII in socionics (based on what I've read about MBTI), but I probably wouldn't have noticed Ne dominance and would have thought you were original, cool, and unique, feeling a little jealous that I don't have that kind of confidence.","I'm 'pretty sure' I am an EII in socionics (mbti , not -so I've read) but the Ne dominant... no..I wouldn't have notice and I would have though you were original and cool and unique and a pang of jealousy that I can't possibly be that confident.",I,N,F,Input,Input,Input
"It seems to happen to me every four years: I have a good year where I'm more extroverted, my social circle grows, and I'm fairly happy.","It seems to happen to me in four year cycles I have a really great year: totally extroverted, social circle developed, really happy.",I,N,F,Input,Output,Output
I get what you mean.,"Yeah, I know what you mean.",I,N,F,Input,Output,Output
"Yes, I live in society and tend to rely on intuition.",Yes???I do live in society as an intuitive.,I,N,F,Input,Input,Input
When I'm alone I'm calm and introspective and often look for some kind of art or stimulation.,"By myself I'm calm and very introspective, someone who craves some sort of art or stimulation.",I,N,F,Output,Output,Input
I think I've only been truly myself with a very small number of people in my life.,"I feel like I've only been really, really true to myself to a very select few people in my entire life.",I,N,F,Input,Output,Output
I'm fine as long as I'm not being dishonest.,"As long as I'm not being deceitful, I'm okay, y'know?",I,N,F,Input,Output,Output
"The part of me that always wants to break out — my ADHD, my Midori — doesn't help me, and I can't just get rid of it.","Of course, the biggest problem is that the part of me that wants to break out all the time - my ADHD, my Midori - isn't something that's beneficial to me, nor can I whisk it away.",I,N,F,Input,Input,Input
It's why I like Key and why I like Mio and her route.,It's why I love key and it's why I love Mio and her route.,I,N,F,Input,Input,Output
Reading your comments gives me some comfort and some insight into my or our personality.,Reading all your comments gives me a lot of comfort and also insight to my/our personality.,I,N,F,Input,Output,Output
I also learned more about why I feel this way and some ways to try not to.,I also understood more about why I feel this way and how to try and not feel this way.,I,N,F,Input,Output,Input
It seems like I feel the question more than I think about it.,"I feel like I “feel” the question more, but i don’t “think” about it much.",I,N,F,Output,Output,Output
"I was skeptical of some of them and tried to keep my distance, but I often end up forgiving them even when I'm still hurt or angry, usually without meaning to, because I just want everyone, including myself, to be okay.","I’ve been skeptical of some of them, and tried to distance myself a little, but I have a too forgiving nature (a bad thing imo) so no matter how hurt or how angry I was, I often subconsciously give up trying to be angry at them at the end because I just want me and everyone to be happy.",I,N,F,Input,Output,Output
"If my friends are upset or angry, I stop what I'm doing to talk to them and offer some comfort.","When my friends are sad or angered over something, I leave all that I’m doing to talk to them and comfort them.",I,N,F,Input,Output,Output
"Same as the other two responses, but it's worth adding that it would be hard to know how hopeless and helpless she seemed to feel at the time.","Ditto on what the other two people who responded to you said, but also have to add that it would be really hard to truly understand just how hopeless and helpless she likely felt at the time.",I,N,F,Input,Output,Output
These kinds of incidents where police target or mistreat people of color tend to happen more often than people usually acknowledge.,We have to consider the fact that these types of incidents in which police target and mistreat POC are far more common than we'd ever like to admit.,I,N,F,Input,Output,Output
"Instead of focusing on conspiracy theories about Sandra Bland's death, people could pay more attention to how her suicide may reflect broader problems in how police treat and target people of color, the wrongful arrests that can result, and the effects this can have on the physical and mental health of victims and their communities.","I wish that instead of spouting off conspiracy theories about Sandra Bland's death, people would focus more on her suicide as a symptom of a greater problem with the way police treat (and target) POC, as well as the wrongful arrests that result from that treatment, and the subsequent impact it can have on the physical and mental health of the victims (and their entire communities).",I,N,F,Input,Output,Output
